id	name	gender	born	died	popularity	biography	image
597	Marilyn Monroe	1	1926	1962	10	Marilyn Monroe (born Norma Jeane Mortenson; June 1, 1926 – August 4, 1962) was an American actress, model, and singer. Famous for playing comedic...	/vcp6rHL2sZWdlJQDEWsEe0jAAe1.jpg
598	Sigourney Weaver	1	1949		46	Susan Alexandra "Sigourney" Weaver (born October 8, 1949) is an American actress. Weaver is considered to be a pioneer of action heroines in science...	/flfhep27iBxseZIlxOMHt6zJFX1.jpg
599	Tom Skerritt	2	1933		35	Thomas Roy Skerritt (born August 25, 1933) is an American actor who has appeared in more than forty films and more than two hundred television...	/oWFCyBLm1lsbsbT5Nmx3SPMaqFZ.jpg
600	Ian Holm	2	1931	2020	11	From Wikipedia, the free encyclopedia	/cOJDgvgj4nMec6Inzj1H5nugTO5.jpg
601	Oriol Paulo	2	1975		15	Oriol Paulo was born in 1975 in Barcelona, Catalonia, Spain.	/mzX2gRv33Yo2T6Nq5iLgBWurlXw.jpg
602	Mario Casas	2	1986		12	Mario Casas, has 4 siblings. Born in La Coruña, although very young, at just 4 years old, he left with his family to Barcelona. Later, at the age of...	/dqXRFhBB4OJQSWonymV8BfVghds.jpg
603	Ana Wagener	1	1962		13	Ana Álvarez Wagener (born 1962) is a Spanish actress. She is known for Biutiful, The Invisible Guest and The Sleeping Voice.	/1UteQMIFBSdcYpZ5zDPI2VNOQYU.jpg
604	Jose Coronado	2	1957		7	Jose Coronado is a Spanish film and television actor. He won several awards for his performance as the lead actor in the 2011 film “No habrá paz para...	/9xo68HzH8n78Xv6gMzKK7XnjtHd.jpg
605	Kevin Sullivan	2			1	Kevin Sullivan is a Canadian writer, director, and producer of film and television programs.	/ol3oKZoPfy5ku6z0bmAz3gW8VAp.jpg
606	Megan Follows	1	1968		16	Megan Follows is a Canadian American stage, film and television actress, best known for playing Anne Shirley in the 1985 miniseries Anne of Green...	/ujKoDCJZ5tp4nSU2rw9LfbrP9ny.jpg
607	Colleen Dewhurst	1	1924	1991	6	​From Wikipedia, the free encyclopedia.  	/rGesoW2zy7HctJ7IYclmCRe4EPk.jpg
608	Richard Farnsworth	2	1920	2000	12	From Wikipedia, the free encyclopedia	/fDW2gb090aJkGc7L5xDMPpSZYlw.jpg
609	Çağatay Ulusoy	2	1990		16	He was born into a Muslim family in Istanbul, Turkey. His father is from Trabzon, a city in the north of Turkey and his mother is from Istanbul....	/46jRPThsxSmgjf2qXLQu2tKSqWz.jpg
610	Emir Ali Dogrul	0			1		
611	Ersin Arıcı	0			3		/rFiO8qNURe7u2nOys9EFlkchuZu.jpg
612	Tim Johnson	2			1		/yQkP9wuYcIceIzH9QnECNqVwkAr.jpg
613	Jay Baruchel	2	1982		21	Jay Baruchel (born April 9, 1982) is a Canadian actor. He has had a successful career in comedy films, and has appeared in such box office successes...	/aDfqAMsPzIZvvj1ymivsKjRAfyv.jpg
614	America Ferrera	1	1984		12	America Georgina Ferrera (born April 18, 1984) is a Honduran-American actress, best known for playing the lead role in the television comedy series...	/7F84Lh2lKpvkM3EiOvqqvlOmw93.jpg
615	Gerard Butler	2	1969		38	Gerard James Butler (born 13 November 1969) is a Scottish actor who has appeared on film, stage, and television.	/eJn92Loeq9GzKJVkCaVEQejIq2Z.jpg
616	Aki Asakura	1	1991		6		/jkG6FaePu8Ce2NDDqeoGNzQQCH2.jpg
617	Kengo Kora	2	1987		9	Kengo Kora is a Japanese actor.  In 2014 he won the Blue Ribbon award for Best Actor for 'A Story of Yonosuke'.	/wb293WmYQ7yTAtf3opmhCoTJQfa.jpg
618	Takeo Chii	2	1942	2012	7		/eCFyIoJOXRgropVjcfapBIW6XAB.jpg
619	Wim Wenders	2	1945		4	Ernst Wilhelm "Wim" Wenders is a German film director, playwright, author, photographer and producer.	/AbqrYglSgaMfetQAeqdHaqiPSof.jpg
620	Harry Dean Stanton	2	1926	2017	6	Harry Dean Stanton (July 14, 1926 - September 15, 2017) was an American actor, musician, and singer. Stanton's career spanned over fifty years, which...	/197UiLVdxPOv8196sqmUpJzOQB5.jpg
621	Nastassja Kinski	1	1961		29	Nastassja Kinski (born January 24, 1961, Nastassja Aglaia Nakszynski) is a German-born American-based actress who has appeared in more than 60 films....	/svYrIUXH59Dd9wp9HBpS1ASvRAu.jpg
622	Dean Stockwell	2	1936	2021	10	Robert Dean Stockwell (March 5, 1936 – November 7, 2021) was an American film, television and stage actor with a career spanning over 70 years. As a...	/ojjl7TyUHdMRpsRfoVe1ODS3drf.jpg
623	Renato Salvatori	2	1933	1988	7	Renato Salvatori (20 March 1934 – 27 March 1988) was an Italian multi-purpose character actor.	/z6RqHnK5OpmLNDT4wRV3WkM83FM.jpg
624	Memmo Carotenuto	2	1908	1980	2		/22yOc8UbcpwNXtxUUgD8C7LwMci.jpg
625	Yuriy Solomin	2	1935		3		/mHSMNAYOloMJTuyLU4PqsYZFiVD.jpg
626	Maksim Munzuk	2	1910	1999	1	From Wikipedia, the free encyclopedia	/ygva6jk16z14NLkflL3aldS91aa.jpg
627	Mikhail Bychkov	0	1950		1		/dJI0aU3l32ob2HT9jPnUOCjXeMD.jpg
628	David Yates	2	1963		21	David Yates (born 30 November 1963) is an English director of film and television, best known for directing the final four films in the Harry Potter...	/hAHOxR0NK4cZDumqNIpDoEdGVAh.jpg
629	Daniel Radcliffe	2	1989		45	Daniel Jacob Radcliffe (born 23 July 1989) is an English actor. He portrayed Harry Potter in the film series of the same name, and held various other...	/f9WKorjfanW4PxTxhjRvHtCmfKf.jpg
630	Rupert Grint	2	1988		14	Rupert Alexander Lloyd Grint (born 24 August 1988) is an English actor. He rose to fame for his role as Ron Weasley in the Harry Potter film series....	/iFlkpTaOF6fGLqxz8b0PhI0i0zN.jpg
631	Emma Watson	1	1990		31	Emma Charlotte Duerre Watson (born 15 April 1990) is an English actress and activist. She has gained recognition for her roles in both blockbusters...	/A14lLCZYDhfYdBa0fFRpwMDiwRN.jpg
632	Yûzô Kayama	2	1937		4	From Wikipedia, the free encyclopedia.	/wkBZ1dcVxZv6GzZUFaBMtN11uEI.jpg
633	Tsutomu Yamazaki	2	1936		2	​From Wikipedia, the free encyclopedia.  	/A4M3eER4ChkV5VebYSpLUEUyrez.jpg
634	John Landis	2	1950		9	John Landis (born August 3, 1950) is an American film director, screenwriter, actor, and producer. He is known for his comedies, his horror films,...	/nXKdxxELgAaGecCpxAWCoj6TV3f.jpg
635	Michael Jackson	2	1958	2009	9	Michael Joseph Jackson (August 29, 1958 – June 25, 2009) was an American recording artist, dancer, singer-songwriter, musician, and philanthropist....	/oc5FWwO5VYBjkKkIHTxoCtFXJ1G.jpg
636	Ola Ray	1	1960		9		/kUpBeOeoCIkLsIDoIXFch9GhEN0.jpg
637	Vincent Price	2	1911	1993	18	Vincent Leonard Price, Jr. (May 27, 1911 – October 25, 1993) was an American actor, well known for his distinctive voice and performances in horror...	/zhIh0YkweGOjiARx0wKhzdpB6kS.jpg
638	Jim Carrey	2	1962		26	James Eugene Carrey (born January 17, 1962) is a Canadian and American actor, comedian, writer, and producer. Known for his energetic slapstick...	/u0AqTz6Y7GHPCHINS01P7gPvDSb.jpg
639	Laura Linney	1	1964		19	Laura Leggett Linney (born February 5, 1964) is an American actress and singer. She is the recipient of several awards, including two Golden Globe...	/ztQXGmNLzhDV22rAvcXzCG4d0cy.jpg
640	Noah Emmerich	2	1965		12	From Wikipedia, the free encyclopedia.	/qwPPHYWJ3a9yRwFXicbbHsf60Nm.jpg
641	Peter Lorre	2	1904	1964	13	From Wikipedia, the free encyclopedia.	/rqf6BztvMSAlAA2jrTd0VSORprA.jpg
642	Ellen Widmann	2	1894	1985	3		
643	Inge Landgut	1	1922	1986	1	Inge Landgut war eine deutsche Schauspielerin und Synchronsprecherin.	/zNzk5bvChgVx4tAKpuCJPX5xxMO.jpg
644	Satyajit Ray	2	1921	1992	3	Satyajit Ray (2 May 1921 – 23 April 1992) was an Indian filmmaker, widely regarded as one of the greatest filmmakers of the 20th century. Ray was...	/isH5b6jEti7Lbhv4HWDjtZraPeE.jpg
645	Subir Banerjee	0			2		/dYUcCuK159NQdptALzcXwGj5JH5.jpg
646	Uma Das Gupta	1			3		/nanvcNhfI5bGEJTASI0RfaugLOr.jpg
647	Karuna Banerjee	1	1919	2001	2		/pm4DcNLgkzzuHO53mi1BEuYnliv.jpg
648	Cha Tae-hyun	2	1976		11	Cha Tae-hyun (차태현) is a South Korean actor and co-founder of the entertainment agency Blossom Entertainment.	/XGrTW6G78veIuvrIiVe8U9HAP6.jpg
649	Arturo Brachetti	2	1957		1		
650	Aldo Baglio	2	1958		2	Born Cataldo Baglio in Palermo in a family of modest means originally from San Cataldo (Calabria) – after which he was named - he eventually moves to...	/e28menB9XFWKPHApBRF92BCDTc5.jpg
651	Giacomo Poretti	2	1956		2		/uWjUObmpR4u9IhGSjt7i5VwGNe1.jpg
652	Giovanni Storti	2	1957		1	Giovanni Storti (Milano, 20 febbraio 1957) è un attore, comico e regista italiano parte del noto trio comico Aldo, Giovanni &amp; Giacomo. La parte...	/hZYyR8UgY2HSYkmVRC37dUHXyPl.jpg
653	Sophia Loren	1	1934		12	Sophia Loren, OMRI (born Sofia Villani Scicolone; 20 September 1934) is an Italian actress.	/1bBtumefzTEmhmglAICkfizUgwy.jpg
654	John Vernon	2	1932	2005	11	John Keith Vernon (born Adolphus Raymondus Vernon Agopsowicz; February 24, 1932 – February 1, 2005) was a Canadian actor. He made a career in...	/gcDiT7lbejFskdFMEx5syWSRfnj.jpg
655	Denis Villeneuve	2	1967		20	Denis Villeneuve OC CQ (French: [dəni vilnœv]; born October 3, 1967) is a Canadian filmmaker. He is a four-time recipient of the Canadian Screen...	/zdDx9Xs93UIrJFWYApYR28J8M6b.jpg
656	Lubna Azabal	1	1973		7	From Wikipedia, the free encyclopedia.	/qjsoXqKJPnmoMs1eyeTLBKKShYQ.jpg
657	Mélissa Désormeaux-Poulin	1	1981		3	Mélissa Désormeaux-Poulin (born in 1981) is a French Canadian actress.	/pMC2DPY01mkxnwGnowJV9X4hp7i.jpg
658	Maxim Gaudette	2	1974		3	Maxim Gaudette (born June 8, 1974) is a Canadian actor from Quebec. He won the Genie Award for Best Supporting Actor in 2010 for his role as Marc...	/iGFDGJmGUxLOSIamTENFDecJdkA.jpg
659	Wong Kar-wai	2	1956		10	Wong Kar-wai is a Hong Kong Second Wave filmmaker, internationally renowned as an auteur for his visually unique, highly stylized films. Wong's films...	/gWfo3lseDx5h9YzsfnaVblG3S6c.jpg
660	Tony Leung Chiu-wai	2	1962		23	Tony Leung Chiu-wai (born 27 June 1962) is a Hong Kong actor and singer. He is considered one of Asia's most successful and internationally...	/pMZJ7c7ururMg5TBjXWWIuT3WFI.jpg
661	Maggie Cheung	1	1964		17	Maggie Cheung Man yuk (born 20 September 1964) is a Hong Kong actress. Raised in England and Hong Kong, she has over 70 films to her credit since...	/hXsXzhSmzqGKC6yGn8WHsgDujT7.jpg
662	Rebecca Pan	1	1931		3	She was born in Shanghai on 29 December 1931. She moved to Hong Kong in 1949. Her singing career began in 1957. One of her songs, which she recorded...	/fbFl1uGb5Uo2FPA5S5jvgGevHYE.jpg
663	Camillo Mastrocinque	2	1901	1969	2		/6UYKq2FDJF1Ka52gnC5Ifbk3vun.jpg
664	Totò	2	1898	1967	2	Totò was born Antonio Clemente in a poor district of Naples, the illegitimate son of Anna Clemente from Sicily and Marquis Giuseppe De Curtis from...	/x8sM4HlITfhAoXJ2FZrQA7wFgXg.jpg
665	Peppino De Filippo	2	1903	1980	1	From Wikipedia, the free encyclopedia.	/kGRGCzGrgeClFhzFoFB9bFMDDtz.jpg
666	Dorian Gray	1	1928	2011	1		/w8tiB8fjzbPnpZsA6wUhZLQmveU.jpg
667	Paul Thomas Anderson	2	1970		12	Paul Thomas Anderson (born June 26, 1970) is an American film director, producer, and screenwriter. Born in Los Angeles, Anderson developed an...	/29DHpRKddqTwo2NU162Y49JoQYa.jpg
668	Daniel Day-Lewis	2	1957		17	Daniel Michael Blake Day-Lewis (born 29 April 1957) is an English actor with both British and Irish citizenship. His portrayals of Christy Brown in...	/3kNA9VcmymoEwT0btQ4bvMYxzcP.jpg
669	Paul Dano	2	1984		34	Paul Franklin Dano (born June 19, 1984) is an American actor. He began his career on Broadway before making his film debut in The Newcomers (2000)....	/zEJJsm0z07EPNl2Pi1h67xuCmcA.jpg
670	Kevin J. O'Connor	2	1963		14	An American actor. He is known for playing character roles in major studio films such as There Will Be Blood, The Mummy, Clive Barker’s Lord of...	/1q5MnllB6jbwCgMaGistJ917RQL.jpg
671	Jon Olb	2			1		/mFgacZaHdo5M5kbqsS2AsAmUHW4.jpg
672	Hannah Gadsby	1	1978		3		/muniJCyvEKACJaijKZZl0T9qZe7.jpg
673	Michel Gondry	2	1963		3	Michel Gondry (born May 8, 1963) is a French film, commercial, and music video director and a screenwriter. He is noted for his inventive visual...	/1IAnVsl8JgHpUirBXpsbLlWyS1y.jpg
674	Kirsten Dunst	1	1982		31	Kirsten Caroline Dunst (born April 30, 1982) is an American actress. She has received various accolades, including a Cannes Film Festival Award for...	/sFYHUU1gWd57pttD8732tkBsXV5.jpg
675	Cecilia Aranovich	1			2		/scM506aaG9M3jsN74tOR76l2kBp.jpg
676	Matthew Lillard	2	1970		45	Matthew Lyn Lillard (born January 24, 1970) is an American actor, comedian, director, and producer. His early film work includes Chip Sutphin in...	/51v6jsvzuAXYirIzdqcjLBp46d6.jpg
677	Thea White	1	1940	2021	2	Thea Ruth White (née Zitzner; June 16, 1940) was an American voice actress best known for her voice over work as Muriel Bagge on Courage the Cowardly...	/1l6H1kpB0KLw7Mf2YwqLgkxYDt4.jpg
678	Grey DeLisle	1	1973		12	Grey DeLisle (born August 24, 1973), sometimes credited as Grey Griffin, is an American voice actress, comedian and singer-songwriter. DeLisle is...	/anib3yRL9GyUvTkYNHWxQPlXLUH.jpg
679	Martin McDonagh	2	1970		3	Martin McDonagh was born on March 26, 1970 in Camberwell, London, England. He is a writer and director, known for In Bruges (2008), Seven Psychopaths...	/pyDaAVKa8akTLHXzeTyF8oGymXN.jpg
680	Frances McDormand	1	1957		15	An American film, stage and television actress. McDormand began her career on stage and made her screen debut in the 1984 film Blood Simple, having...	/zUYT6TC5otSTBLVr7skfRVGFE3s.jpg
681	Sam Rockwell	2	1968		40	Sam Rockwell was born on November 5, 1968, in San Mateo, California, the only child of two actors, Pete Rockwell and Penny Hess. The family moved to...	/vYpWxV0bnUgKo7SdasfGP9HttUq.jpg
682	Woody Harrelson	2	1961		33	Woodrow Tracy Harrelson (born July 23, 1961) is an American actor and playwright. He is the recipient of several accolades, including a Primetime...	/igxYDQBbTEdAqaJxaW6ffqswmUU.jpg
683	Thomas Vinterberg	2	1969		2	Thomas Vinterberg (born 19 May 1969) is a Danish film director who, along with Lars von Trier, co-founded the Dogme 95 movement in filmmaking, which...	/1lChKBPVLqbn7Kl8lHghybBVzgw.jpg
684	Mads Mikkelsen	2	1965		46	Mads Dittmann Mikkelsen (born 22 November 1965) is a Danish actor. Originally a gymnast and dancer, he rose to fame in Denmark as an actor for his...	/ntwPvV4GKGGHO3I7LcHMwhXfsw9.jpg
685	Thomas Bo Larsen	2	1963		6		/3j2Iq6wkpgNwKz1H2kkywKB6go.jpg
686	Annika Wedderkopp	1			1		/o0vCTKao4TfkOxA6jxW4LnIS2Ev.jpg
687	Matías Moltrasio	0			1		
688	William Levy	2	1980		16	William Gutiérrez Levy is an actor and producer, known for Resident Evil: The Final Chapter (2016), Addicted (2014) and The Single Moms Club (2014).	/fi1k181dsQfV6rtK7zd8m62Wq4L.jpg
689	Alicia Sanz	1	1988		9		/nZT2vDHcS4jG1136f8MRqiePk5J.jpg
690	Roberto Sosa	2	1970		2		/iafTdS9GYkyXWrVrqc8saLgXnhK.jpg
691	Carl Theodor Dreyer	2	1889	1968	4	Carl Theodor Dreyer (3 February 1889 – 20 March 1968), commonly known as Carl Th. Dreyer, was a Danish film director.	/cPH6zLHp3otZkluppZcErWmxCXT.jpg
692	Maria Falconetti	1	1892	1946	3	​From Wikipedia, the free encyclopedia.  	/gt2p4FrgveCD5qb0uhYH67MIUd5.jpg
693	Eugène Silvain	2	1851	1930	1		/pTe6VvXg6UeYklsdwuALsoaHlax.jpg
694	André Berley	2	1890	1936	1		/ckoUscLgTslbUzj293t6mWxCQt9.jpg
695	Garth Davis	2	1974		1	Garth Davis (born 1974, in Brisbane) is an Australian commercial, television and film director. He is known for directing the Oscar-nominated film...	/lqxIIqqe7T64Oj6I9mofH2irDfd.jpg
696	Dev Patel	2	1990		21	Dev Patel ( born 23 April 1990) is a British actor. He is the recipient of various accolades including a BAFTA Award, a Screen Actors Guild Award, a...	/jt08kAMlC7s9MJ8PupHBUjY0Ruc.jpg
697	Rooney Mara	1	1985		20	Patricia Rooney Mara (born April 17, 1985) is an American film and television actress. Mara made her acting debut in 2005 and has gone on to star in...	/ixcGTDGHtwaQnNLpLS1S7V01DUJ.jpg
698	David Wenham	2	1965		22	David Wenham (born 21 September 1965) is an Australian actor who has appeared in movies, television series and theatre productions. He is known in...	/F7CWSqUE75HtrcdqIQ7UMZ9aTX.jpg
699	François Truffaut	2	1932	1984	5	François Roland Truffaut (6 February 1932 – 21 October 1984) was an influential film critic and filmmaker and one of the founders of the French New...	/3bXLtipaybsje01LlQvHvuUAZNq.jpg
700	Jean-Pierre Léaud	2	1944		13	Jean-Pierre Léaud (born May 28, 1944) is a French actor, best known for playing Antoine Doinel in François Truffaut's series of films about that...	/zkWjuuyncnHfYpkUfEguwTTRntb.jpg
701	Claire Maurier	1	1929		4	Claire Maurier (born Odette-Michelle-Suzanne Agramon; March 27, 1929) is a French actress who has appeared in more than 90 films since 1947.	/rlMYKpiTIzZCw2ee3YGENJZQKPC.jpg
702	Albert Rémy	2	1911	1967	4	From Wikipedia, the free encyclopedia	/k0IZ9pO6Be6pR0mRtdzVyPeuM3f.jpg
703	Tony Cervone	2	1966		2		/sxyV4NkHI1INnkVNPtrIEiN2tlQ.jpg
704	Frank Welker	2	1946		18	Franklin Wendell Welker (born March 12, 1946) is an American voice actor with an extensive career spanning nearly six decades. As of 2021, Welker...	/xXODQ5AX6pG4my8ieeEIuiAREXs.jpg
705	Mindy Cohn	1	1966		13	Mindy Cohn (born May 20, 1966) is an American television, film and voice actress, who appeared on VH1's List of "100 Greatest Kid Stars". She starred...	/f8wFQ9Ner4FxWLSncpni4w14w5B.jpg
706	Marco Tullio Giordana	2	1950		1	Marco Tullio Giordana (born 1 October 1950 in Milan) is an Italian director and screenwriter. His film Quando sei nato non puoi più nasconderti was...	/uJBDzGa9Cv6z8kNE6ryXdj4afxC.jpg
707	Luigi Lo Cascio	2	1967		2	Luigi Lo Cascio is an Italian actor born 20 October 1967 in Palermo.	/yp7Kf2TVSwuDye5F8G9VthK1xyS.jpg
708	Alessio Boni	2	1966		5		/wmvo4ZfGEnOMwlg1aQCPbhcsLAQ.jpg
709	Adriana Asti	1	1931		4		/kYZa3wNA2Ncyk3QZTvZo02spqUy.jpg
710	Joe Wright	2	1972		7	Joe Wright (born 1972) is an English film director best known for 2005's Pride and Prejudice and 2007's Atonement.	/1qA8HudSIwIr7ZdxwfQAgubsDO.jpg
711	Keira Knightley	1	1985		30	Keira Christina Knightley (born 26 March 1985) is an English actress. She has starred in both independent films and big-budget blockbusters, and is...	/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg
712	Matthew Macfadyen	2	1974		28	David Matthew Macfadyen (born 17 October 1974) is an English actor, known for his role as MI5 intelligence officer Tom Quinn in the BBC television...	/2FF3Yjxd7DYR4EIJL6s2GpKDMkJ.jpg
713	Brenda Blethyn	1	1946		20	From Wikipedia, the free encyclopedia.	/yUq4vKJ3SmvDZNKvXmA4OdXehDj.jpg
714	Dan Trachtenberg	2	1981		7	Dan Trachtenberg (born May 11, 1981) is a filmmaker and podcaster.  He was formerly a host on The Totally Rad Show and Geekdrome, both of which were...	/ce3rCLjSPyvq89D9kd2pyIlLny1.jpg
715	Amber Midthunder	1	1997		105	Amber Midthunder (born April 26, 1997) is a Native American actress. She is known for her main role in the FX series Legion, and appearances in...	/f8VWGyaIS38NkDIzQ2hapXKt0N5.jpg
716	Dane DiLiegro	2	1988		9	Dane DiLiegro (born August 6, 1988) is a professional basketball player turned actor.	/aUemYqMIbk17qDqNHkGc48WUJv8.jpg
717	Stormee Kipp	0			9		/zMAvWK5V3El3nJvrJbqPVBFSm5P.jpg
718	Ron Howard	2	1954		15	Ronald William Howard (born March 1, 1954) is an American filmmaker and actor. Howard first came to prominence as a child actor, guest-starring in...	/tDKn6gAgvARdQRfuem2JwyNcP3B.jpg
719	Colin Farrell	2	1976		26	Colin James Farrell (born 31 May 1976) is an Irish actor. He first appeared in the BBC drama series Ballykissangel (1998), then made his film debut...	/vVqrAhZpojAtp874wBaaFt5T4dN.jpg
720	Joel Edgerton	2	1974		19	Joel Edgerton (born 23 June 1974) is an Australian actor, director, writer, and producer. He has appeared in the films Star Wars: Episode II – Attack...	/uFLxGHmPaNoTD6EMpMmu5bfP9Fr.jpg
721	Jim Donovan	2			2	Jim Donovan is a Canadian film and television director based in Toronto, Ontario. He is originally from Montreal, Quebec.	/cwL4t5RMxDiLkvaenmnT6Misc5M.jpg
722	Katie Douglas	1	1998		17	Katie Emily Douglas is a Canadian actress. She has played Sally Wilcox in Spooksville (2013–2014), Naomi Malik in Global Network’s comedy and drama...	/nBSSJ8ouRbaDvSJEdLxd1oa0Zec.jpg
723	David James Elliott	2	1960		15	David James Elliott is a Canadian film and television actor, best known for playing lead character Harmon Rabb Jr. on the television series "JAG".	/u71mHttq4ShuhoR5zuIzKR2i3YU.jpg
724	Rossif Sutherland	2	1978		16	From Wikipedia, the free encyclopedia.	/25N7FFIGuPxSTCMqe0vrywzPwnv.jpg
725	Greg Berlanti	2	1972		6	Greg Berlanti (born May 24, 1972) is an American television writer and producer.	/1T24SiIIDMa9gAmq7QaYwZywq4y.jpg
726	Nick Robinson	2	1995		26	Nicholas John "Nick" Robinson (born March 22, 1995) is an American actor. As a child, he appeared in stage productions of A Christmas Carol and Mame...	/mzYszYVPvTdirjkUueziWUHvye7.jpg
727	Jennifer Garner	1	1972		14	Jennifer Anne Garner (born April 17, 1972) is an American actress. Garner gained recognition on television for her performance as CIA agent Sydney...	/ftymEXqdTnXfaI6dGd9qrJoFOSE.jpg
728	Josh Duhamel	2	1972		20	Joshua David "Josh" Duhamel (November 14, 1972) was born in Minot, North Dakota. Duhamel is an American actor and former fashion model. He first...	/5Rp9aeWdN2S623KCjwfii9MhDK1.jpg
729	David Lynch	2	1946		21	David Keith Lynch (born January 20, 1946) is an American filmmaker, painter, visual artist, musician, and writer. Known for his surrealist films, he...	/9xRmptsf4kuEbDpCwl80VpnGg4K.jpg
730	Anne Bancroft	1	1931	2005	18	Anne Bancroft (born Anna Maria Louisa Italiano; September 17, 1931 – June 6, 2005) was an American actress, director, screenwriter, and singer...	/ydabiabIsMBe2HsNmx43gBpqzxx.jpg
731	Mathieu Kassovitz	2	1967		8	Mathieu Kassovitz (born 3 August 1967) is a French director, screenwriter, producer and actor, best known for his Cannes-winning drama La Haine....	/3FRBEdKKlxhvPWPt0jzgmSjeHwn.jpg
732	Vincent Cassel	2	1966		28	Vincent Cassel (born 23 November 1966) is a French actor. He first achieved recognition for his performance as a troubled French Jewish youth in...	/ykBEiVh6YQ9UmMAYUiQkZBH3VV4.jpg
733	Hubert Koundé	2	1970		4	Hubert Koundé is a French actor and film director. Koundé is best known for his role as Hubert in the film La Haine by Mathieu Kassovitz. He is also...	/nii46CtpR2AYPkl8fBKtbrffqQg.jpg
734	Saïd Taghmaoui	2	1973		6	Saïd Taghmaoui (born July 19, 1973) is a French actor and screenwriter of Moroccan background. One of his defining screen roles was that of Saïd in...	/kuxI08YpwQFGweIXK7TELknwexr.jpg
735	Wolfgang Petersen	2	1941	2022	11	Wolfgang Petersen was a German-born screenwriter, producer and film director who spent most of his career in the United States. In the 1960s he began...	/8TTijeJBFITOhvJruS68aCjwK9f.jpg
736	Jürgen Prochnow	2	1941		8	Jürgen Prochnow is a German actor. His most well-known roles internationally have been as the sympathetic submarine captain in Das Boot (1981), Duke...	/xjakZgQRw4NXefazNuvQEaGhT1U.jpg
737	Herbert Grönemeyer	2	1956		3	Herbert Arthur Wiglev Clamor Grönemeyer (born 12 April 1956) is a German musician and actor, popular in Germany, Austria and Switzerland. He starred...	/yxYKqI9CaIfbkiCRrmZtfhAYt9r.jpg
738	Klaus Wennemann	2	1940	2000	3	From Wikipedia, the free encyclopedia	/xHF0akCqkKjIiiSOn79MquMuNMk.jpg
739	Margarita Terekhova	1	1942		3		/d7Ssc0XPFlv0XZMhOHcwOoACZBQ.jpg
740	Ignat Daniltsev	2	1962		2		/cf63G5PBEcqVWcHcgkWoTFZ0PU0.jpg
741	Larisa Tarkovskaya	1	1938	1998	4	Larisa Tarkovskaya (April 15, 1938 – February 19, 1998), born Larisa Pavlovna Egorkina, and Larisa Kizilova during her first marriage, was a Russian...	
742	James Cameron	2	1954		12	James Cameron was born in Kapuskasing, Ontario, Canada, on August 16, 1954. He moved to the USA in 1971. The son of an engineer, he majored in...	/9DDaI9npzCsMXjlGQNuoUEPCHfm.jpg
743	Arnold Schwarzenegger	2	1947		35	An Austrian-American former professional bodybuilder, actor, model, businessman and politician who served as the 38th Governor of California...	/zEMhugsgXIpnQqO31GpAJYMUZZ1.jpg
744	Linda Hamilton	1	1956		21	Linda Hamilton is an American actress, best known for role as Sarah Connor in The Terminator and Terminator 2: Judgment Day; and for her television...	/7FNn9Z5xkRS9EFbGL2tpmpph9xV.jpg
745	Mitsuko Mito	1	1919	1981	4	Mitsuko Mito (水戸光子 Mito Mitsuko, 23 March 1919 – 5 April 1981) was a Japanese actress. She appeared in more than 50 films between 1935 and 1973.	/fYX7FJf3AMr4xhIPBfkR94OljD.jpg
746	Rosana Sullivan	1			1		/e5frWLvlZc5n4Lfmogqd5J97aFH.jpg
747	Keir Dullea	2	1936		12	Keir Dullea (born May 30, 1936) is an American actor best known for the character of astronaut David Bowman, whom he portrayed in the 1968 film 2001:...	/dL9i0nCk2fCgInZNaYVjGck2IBp.jpg
748	Gary Lockwood	2	1937		11	Gary Lockwood (born February 21, 1937) is an American actor perhaps best known for his iconic 1968 role as the astronaut Dr. Frank Poole in 2001: A...	/lQBqZKpMxGslopZRvFanIWL4pSl.jpg
749	William Sylvester	2	1922	1995	5	William Sylvester (January 31, 1922 – January 25, 1995) was an American TV and film actor. His most famous film credit was Dr. Heywood Floyd in...	/uTBTJscyXqvDWpv17QyT4VVDAJn.jpg
750	Taika Waititi	2	1975		42	Taika David Cohen ONZM (born 16 August 1975), known professionally as Taika Waititi, is a New Zealand film and television director, producer,...	/tQeioTj98JxIXldV9yDSUXNt3KY.jpg
751	Roman Griffin Davis	2	2007		8	Roman Griffin Davis was born in London, England. He holds both French and British nationality, he lives with his parents and twin brothers in East...	/1zQLes0vhspVA6WqYEFQEvRr4xH.jpg
752	Thomasin McKenzie	1	2000		37	Thomasin Harcourt McKenzie (born 26 July 2000) is an actress from New Zealand. After a minor role in The Hobbit: The Battle of Five Armies, she rose...	/WOpnEFG5Q8LWxP81MtUrskmVox.jpg
753	Scarlett Johansson	1	1984		61	Scarlett Ingrid Johansson (born November 22, 1984) is an American actress. The world's highest-paid actress in 2018 and 2019, she has featured...	/3JTEc2tGUact9c0WktvpeJ9pajn.jpg
754	Jang Hoon	2	1975		2		/oKksQCw61rym2D79Sh4IHdQpnvB.jpg
755	Yoo Hae-jin	2	1970		12	Yoo Hae-jin (born January 4, 1970) is a South Korean actor.	/y6L2EsmnbnCFxCgfHR2oeL7oQoo.jpg
